,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
7349,Maruti Vitara Brezza ZDi Plus Dual Tone,791000,190000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,5
7350,Toyota Innova 2.5 G (Diesel) 7 Seater,950000,190000,Diesel,Individual,Manual,2,12.99,2494,100.6,7.0,6
7351,Maruti Swift VDI,690000,20000,Diesel,Individual,Manual,1,28.4,1248,74.0,5.0,2
7352,Hyundai Verna CRDi 1.6 EX,860000,40000,Diesel,Individual,Manual,2,22.0,1582,126.2,5.0,4
7353,Maruti Swift Dzire Vdi BSIV,371000,100000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,9
7354,Tata Indica V2 DLX TC,45000,60000,Diesel,Individual,Manual,2,16.8,1405,68.0,5.0,13
7355,Ford Fiesta 1.4 ZXi TDCi Limited Edition,55000,201000,Diesel,Individual,Manual,1,17.8,1399,68.0,5.0,15
7356,Volkswagen Vento Diesel Highline,240000,110000,Diesel,Individual,Manual,1,20.54,1598,103.6,5.0,10
7357,Maruti Swift VDI BSIV,495000,77215,Diesel,Individual,Manual,2,25.2,1248,74.0,5.0,7
7359,Honda Jazz 1.2 S i VTEC,671000,48228,Petrol,Dealer,Manual,1,18.7,1199,88.7,5.0,6
7360,Maruti Swift VDI Optional,693000,58559,Diesel,Dealer,Manual,1,25.2,1248,74.0,5.0,4
7362,Honda City i DTec SV,802999,50856,Diesel,Dealer,Manual,1,26.0,1498,98.6,5.0,5
7363,Honda City i VTEC VX,890000,18300,Petrol,Individual,Manual,1,17.8,1497,117.3,5.0,4
7364,Maruti Swift LDI,495000,59292,Diesel,Dealer,Manual,1,28.4,1248,74.0,5.0,6
7365,Maruti Celerio ZXI Optional AMT BSIV,545000,10000,Petrol,Dealer,Automatic,1,23.1,998,67.04,5.0,3
7366,Maruti Baleno Zeta Automatic,775000,21147,Petrol,Dealer,Automatic,1,21.4,1197,83.1,5.0,3
7367,Honda City i-DTEC ZX,925000,69000,Diesel,Dealer,Manual,1,25.6,1498,97.9,5.0,4
7369,Maruti Swift AMT VDI,790000,16000,Diesel,Dealer,Automatic,1,28.4,1248,74.0,5.0,3
7370,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1789999,36000,Diesel,Dealer,Manual,1,13.68,2393,147.8,8.0,4
7371,Maruti Baleno Delta,620000,37000,Petrol,Dealer,Manual,1,21.01,1197,81.8,5.0,4
7372,Maruti Celerio VDi,375000,61173,Diesel,Dealer,Manual,1,27.62,793,47.0,5.0,5
7374,Audi A4 35 TDI Premium Plus,2450000,30000,Diesel,Dealer,Automatic,1,18.25,1968,187.74,5.0,5
7375,Mahindra XUV500 W8 2WD,850000,75000,Diesel,Dealer,Manual,1,15.1,2179,140.0,7.0,7
7376,Maruti Baleno Alpha CVT,750000,51000,Petrol,Dealer,Automatic,1,19.56,1197,81.8,5.0,4
7377,Maruti Baleno Alpha,775000,17000,Petrol,Dealer,Manual,1,21.01,1197,81.8,5.0,3
7378,Maruti Swift Vdi BSIII,260000,100000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,13
7379,Audi A6 2.0 TDI Premium Plus,2000000,35000,Diesel,Individual,Automatic,2,17.68,1968,174.33,5.0,8
7381,Mahindra XUV500 AT W10 AWD,1300000,91567,Diesel,Individual,Automatic,3,16.0,2179,140.0,7.0,5
7382,Maruti Celerio VXI,380000,50000,Petrol,Individual,Manual,1,23.1,998,67.04,5.0,4
7383,Hyundai Grand i10 1.2 Kappa Sportz Option,480000,60000,Petrol,Individual,Manual,1,18.9,1197,81.86,5.0,4
7384,Maruti Alto 800 LXI,240000,35000,Petrol,Individual,Manual,2,22.74,796,47.3,5.0,5
7385,Hyundai Verna 1.4 VTVT,500000,33400,Petrol,Individual,Manual,1,17.43,1396,105.5,5.0,7
7386,Maruti Swift LXI Optional-O,420000,36000,Petrol,Individual,Manual,1,20.4,1197,83.11,5.0,6
7387,Ford Figo Diesel ZXI,130000,180000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,10
7388,Maruti Alto K10 2010-2014 VXI,110000,80000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,9
7389,Maruti Alto LX BSIII,120000,120000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,14
7390,Maruti Swift Dzire AMT ZDI,700000,80000,Diesel,Individual,Automatic,1,28.4,1248,74.02,5.0,4
7391,Maruti Swift Dzire LDI,550000,120000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,3
7392,Tata Indigo CS LX (TDI) BS-III,190000,110000,Diesel,Individual,Manual,2,19.09,1405,69.01,5.0,7
7393,Toyota Etios Liva 1.4 VD,665000,70000,Diesel,Individual,Manual,1,23.59,1364,67.04,5.0,3
7394,Mahindra Xylo D4,445000,120000,Diesel,Individual,Manual,2,14.95,2489,93.7,7.0,7
7395,Hyundai i20 Magna 1.4 CRDi (Diesel),340000,92686,Diesel,Dealer,Manual,2,21.9,1396,88.76,5.0,9
7396,Hyundai Sonata 2.0L CRDi MT,330000,180000,Diesel,Individual,Manual,1,13.6,1991,142.0,5.0,12
7397,Tata Manza Club Class Quadrajet90 LX,270000,80000,Diesel,Individual,Manual,1,21.02,1248,88.76,5.0,9
7398,Mahindra XUV500 AT W8 FWD,1044999,70000,Diesel,Individual,Automatic,1,16.0,2179,140.0,7.0,6
7399,Maruti Swift Ldi BSIV,279000,117000,Diesel,Individual,Manual,1,17.8,1248,75.0,5.0,12
7401,Skoda Octavia L and K 1.9 TDI (MT),250000,100000,Diesel,Individual,Manual,2,16.6,1896,122.4,5.0,14
7402,Hyundai Verna 1.6 SX VTVT AT,475000,83000,Petrol,Individual,Automatic,1,15.74,1591,121.3,5.0,9
7403,Chevrolet Cruze LTZ AT,750000,67600,Diesel,Individual,Automatic,1,14.81,1998,163.7,5.0,5
7404,Mitsubishi Pajero Sport Anniversary Edition,1250000,160000,Diesel,Individual,Manual,2,13.5,2477,178.0,7.0,6
7405,Hyundai EON Era Plus,250000,80000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,7
7406,Honda Amaze VX i-DTEC,445000,100000,Diesel,Individual,Manual,1,25.8,1498,98.6,5.0,8
7407,Volkswagen Jetta 2.0 TDI Comfortline,400000,100000,Diesel,Individual,Manual,1,15.0,1896,105.0,5.0,11
7408,Hyundai i20 1.4 CRDi Era,350000,90000,Diesel,Individual,Manual,2,23.0,1396,90.0,5.0,11
7409,Skoda Rapid Ultima 1.6 TDI Elegance,295000,140000,Diesel,Individual,Manual,1,20.5,1598,103.5,5.0,9
7410,Maruti Swift Dzire VXI 1.2,600000,25000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,3
7411,Toyota Innova Crysta 2.4 GX MT 8S BSIV,1650000,20000,Diesel,Individual,Manual,1,13.68,2393,147.8,8.0,3
7412,Maruti 800 AC,100000,30000,Petrol,Individual,Manual,1,16.1,796,37.0,4.0,9
7413,Ford Aspire Trend Plus,690000,13000,Petrol,Individual,Manual,1,20.4,1194,94.93,5.0,3
7414,Hyundai i20 1.2 Asta,710000,42000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,3
7415,Hyundai EON 1.0 Kappa Magna Plus Optional,350000,10000,Petrol,Individual,Manual,2,20.3,998,68.05,5.0,3
7416,Maruti Alto K10 2010-2014 VXI,220000,13000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,9
7417,Renault Triber RXZ BSIV,700000,6500,Petrol,Individual,Manual,1,20.0,999,72.0,7.0,2
7418,Hyundai EON Magna Plus,198000,49500,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,8
7419,Hyundai i20 1.4 CRDi Sportz,350000,50000,Diesel,Individual,Manual,1,23.0,1396,90.0,5.0,10
7420,Tata Indigo CR4,210000,175000,Diesel,Individual,Manual,2,23.57,1396,70.0,5.0,10
7421,Tata Indigo eCS LX BSIV,210000,175000,Diesel,Individual,Manual,2,23.03,1396,69.0,5.0,10
7423,Maruti Ritz ZDi,375000,110000,Diesel,Individual,Manual,3,23.2,1248,73.94,5.0,7
7424,Maruti Swift Dzire VXi,380000,112048,Petrol,Individual,Manual,2,17.5,1298,85.8,5.0,9
7425,Honda City 1.5 S MT,360000,98000,Petrol,Individual,Manual,3,17.0,1497,118.0,5.0,11
7426,Mahindra XUV500 W6 2WD,944999,41000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,6
7427,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,620000,120000,Diesel,Individual,Manual,1,13.58,2499,72.4,10.0,5
7428,Toyota Platinum Etios 1.4 GXD,780000,116000,Diesel,Individual,Manual,1,23.59,1364,67.05,5.0,3
7429,Maruti Swift LXI,445000,1000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,1
7430,Hyundai Xcent 1.2 VTVT S AT,575000,15000,Petrol,Individual,Automatic,1,17.36,1197,81.86,5.0,3
7431,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,975000,5000,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,3
7432,Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,3500,Petrol,Individual,Manual,1,23.84,1199,83.83,5.0,2
7434,Ford Figo 1.5D Trend MT,495000,56000,Diesel,Individual,Manual,1,25.83,1498,99.0,5.0,4
7435,Toyota Innova 2.5 G (Diesel) 7 Seater,830000,215000,Diesel,Individual,Manual,1,12.99,2494,100.0,7.0,8
7436,Mahindra XUV500 W6 2WD,800000,40000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,9
7438,Maruti Ritz VDi,300000,120000,Diesel,Individual,Manual,2,23.2,1248,73.94,5.0,8
7439,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,200000,120000,Diesel,Individual,Manual,2,10.5,2179,120.0,7.0,18
7440,Honda Brio 1.2 S MT,480000,30400,Petrol,Dealer,Manual,1,18.5,1198,86.8,5.0,4
7441,Honda BR-V i-DTEC VX MT,950000,24000,Diesel,Dealer,Manual,1,21.9,1498,98.6,7.0,4
7442,Honda BR-V i-VTEC VX MT,840000,30646,Petrol,Dealer,Manual,1,15.4,1497,117.3,7.0,4
7443,Hyundai Verna 1.6 CRDi S,800000,15000,Diesel,Individual,Manual,1,23.9,1582,126.2,5.0,4
7444,Volkswagen Vento 1.5 TDI Comfortline,750000,50000,Diesel,Individual,Manual,1,22.27,1498,108.6,5.0,4
7445,Hyundai EON Era Plus,254999,34000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,4
7446,Maruti Ertiga SHVS ZDI Plus,725000,54000,Diesel,Individual,Manual,2,24.52,1248,88.5,7.0,5
7447,Mercedes-Benz B Class B200 CDI Sport,1859000,40000,Diesel,Individual,Automatic,2,19.7,2143,134.1,5.0,5
7448,Chevrolet Beat LT,145000,120000,Petrol,Individual,Manual,1,18.6,1199,79.4,5.0,9
7449,Tata Nexon 1.2 Revotron XM,750000,15000,Petrol,Individual,Manual,1,17.0,1198,108.5,5.0,3
7450,Volkswagen Ameo 1.5 TDI Comfortline AT,655000,50000,Diesel,Individual,Automatic,1,22.0,1498,108.495,5.0,4
7451,Ford Figo Diesel ZXI,210000,84000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,10
7452,Honda City 1.5 E MT,450000,50000,Petrol,Individual,Manual,1,17.0,1497,118.0,5.0,10
7455,Ford Figo 1.5D Titanium MT,580000,52000,Diesel,Individual,Manual,1,25.83,1498,99.0,5.0,6
7456,Hyundai Santro Sportz BSIV,430000,18500,Petrol,Individual,Manual,1,20.3,1086,68.0,5.0,2
7457,Tata Indigo CS eLX BS IV,155000,50000,Diesel,Individual,Manual,1,23.03,1396,69.0,5.0,9
7458,Datsun RediGO 1.0 S,240000,35000,Petrol,Individual,Manual,1,22.5,999,67.0,5.0,4
7459,Toyota Etios G,540000,15500,Petrol,Individual,Manual,1,16.78,1496,88.73,5.0,5
7460,Tata Indigo CS LX (TDI) BS III,250000,120000,Diesel,Individual,Manual,1,19.09,1396,69.0,5.0,8
7461,Tata Indigo eCS VX BSIV,260000,60000,Diesel,Individual,Manual,1,25.0,1396,69.0,5.0,9
7462,Mahindra Scorpio LX,550000,80000,Diesel,Individual,Manual,2,12.05,2179,120.0,9.0,10
7463,Ford Ecosport 1.0 Ecoboost Titanium Optional,550000,43011,Petrol,Dealer,Manual,1,18.88,999,123.37,5.0,7
7464,Renault Duster 110PS Diesel RxL,600000,136000,Diesel,Individual,Manual,1,19.01,1461,108.45,5.0,6
7465,Ford Figo Aspire 1.5 TDCi Titanium,550000,15000,Diesel,Individual,Manual,1,25.83,1498,99.0,5.0,4
7466,Mahindra Bolero SLX,370000,110000,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,10
7467,Hyundai i10 Magna 1.1L,250000,100000,Petrol,Individual,Manual,2,19.81,1086,68.05,5.0,13
7468,Maruti Alto LXi BSIII,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,16
7469,Tata Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Individual,Manual,1,17.0,1405,71.0,5.0,11
7490,Ford Figo Aspire 1.2 Ti-VCT Titanium,700000,25000,Petrol,Individual,Manual,1,18.16,1196,86.8,5.0,3
7492,Hyundai Santro Magna,500000,1000,Petrol,Individual,Manual,1,20.3,1086,68.07,5.0,1
7493,Maruti 800 AC BSII,125000,60000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,14
7494,Renault Lodgy 85PS RxZ,690000,80000,Diesel,Individual,Manual,1,21.04,1461,83.8,8.0,6
7495,Jeep Compass 2.0 Limited,1550000,120000,Diesel,Individual,Manual,1,17.1,1956,170.0,5.0,4
7496,Tata Indica V2 1.2 GLE BSIII,170000,110000,Petrol,Individual,Manual,2,15.3,1193,65.3,5.0,8
7497,Fiat Linea Emotion (Diesel),275000,110000,Diesel,Individual,Manual,3,20.4,1248,91.7,5.0,11
7498,Toyota Innova 2.5 V Diesel 8-seater,500000,200000,Diesel,Individual,Manual,3,12.8,2494,102.0,8.0,14
7499,Volkswagen Jetta 2.0L TDI Highline,950000,80000,Diesel,Individual,Manual,2,19.33,1968,138.1,5.0,8
7500,Maruti Swift Dzire ZDI,802999,24000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,2
7501,Maruti Swift Dzire VDI,470000,150000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,8
7502,Renault KWID RXT,300000,60000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,6
7503,Renault Duster 110PS Diesel RxL,600000,116000,Diesel,Individual,Manual,1,19.01,1461,108.45,5.0,7
7504,Ford Figo Diesel Celebration Edition,275000,104300,Diesel,Individual,Manual,1,20.0,1399,68.1,5.0,8
7505,Mahindra KUV 100 D75 K8,700000,30000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,3
7506,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3250000,33000,Diesel,Individual,Automatic,1,11.3,2987,254.8,7.0,7
7507,Volkswagen Ameo 1.5 TDI Comfortline,800000,25000,Diesel,Individual,Manual,1,21.66,1498,108.62,5.0,1
7508,Audi A6 2.0 TDI,2200000,60000,Diesel,Individual,Automatic,1,17.68,1968,174.33,5.0,7
7509,Hyundai Verna CRDi SX ABS,245000,121000,Diesel,Individual,Manual,2,18.1,1493,110.0,5.0,14
7510,Hyundai Verna CRDi SX,310000,120000,Diesel,Individual,Manual,2,16.8,1493,110.0,5.0,11
7511,Hyundai Verna CRDi SX ABS,245000,120000,Diesel,Individual,Manual,2,18.1,1493,110.0,5.0,14
7512,Volkswagen Polo Petrol Comfortline 1.2L,450000,110000,Petrol,Individual,Manual,1,16.47,1198,73.9,5.0,10
7513,Volkswagen Jetta 2.0L TDI Highline AT,850000,84000,Diesel,Individual,Automatic,2,16.96,1968,138.03,5.0,8
7514,Honda CR-V 2.4 4WD AT,325000,120000,Petrol,Individual,Automatic,3,10.1,2354,152.0,5.0,17
7515,Maruti Swift VDI,409999,100000,Diesel,Individual,Manual,3,22.9,1248,74.0,5.0,8
7516,Volvo XC60 Inscription D5 BSIV,5500000,50000,Diesel,Individual,Automatic,1,11.2,1969,235.0,5.0,3
7517,Hyundai Creta 1.6 CRDi SX Option,1000000,73500,Diesel,Individual,Manual,1,19.67,1582,126.2,5.0,6
7518,Hyundai Xcent 1.1 CRDi SX,590000,34000,Diesel,Individual,Manual,2,24.4,1120,71.0,5.0,5
7519,Nissan Kicks XV D BSIV,1200000,23000,Diesel,Individual,Manual,1,20.45,1461,108.5,5.0,2
7520,Ford Fiesta 1.4 SXi TDCi ABS,175000,163000,Diesel,Individual,Manual,3,17.8,1399,68.0,5.0,13
7521,Chevrolet Optra Magnum 2.0 LT,300000,119000,Diesel,Individual,Manual,2,16.52,1991,123.7,5.0,10
7522,Toyota Innova Crysta 2.8 ZX AT BSIV,2175000,50000,Diesel,Individual,Automatic,1,11.36,2755,171.5,7.0,4
7523,Honda City i-DTEC VX,1110000,10500,Diesel,Individual,Manual,1,25.6,1498,97.9,5.0,2
7524,Mitsubishi Lancer 2.0 LXd,150000,280000,Diesel,Individual,Manual,2,14.8,1998,68.0,5.0,21
7525,Volkswagen Vento Diesel Highline,325000,155000,Diesel,Individual,Manual,2,20.54,1598,103.6,5.0,8
7526,Ford Fiesta 1.4 SXi TDCi ABS,325000,163000,Diesel,Individual,Manual,1,17.8,1399,68.0,5.0,11
7527,Honda City 2017-2020 GXi,280000,75000,Petrol,Individual,Manual,1,17.7,1497,78.0,5.0,13
7529,Honda City i DTec E,765000,80000,Diesel,Individual,Manual,1,26.0,1498,98.6,5.0,5
7530,Honda City i DTEC V,640000,120000,Diesel,Individual,Manual,2,26.0,1498,98.6,5.0,7
7531,Tata Indica V2 DLE BSIII,65000,120000,Diesel,Individual,Manual,3,17.88,1396,52.8,5.0,14
7532,Skoda Octavia Ambiente 1.9 TDI MT,195000,175000,Diesel,Individual,Manual,2,18.7,1896,66.0,5.0,14
7533,Maruti Alto 800 LXI,295000,15000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
7534,Maruti Swift Dzire ZDI,625000,100000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,9
7535,Maruti Wagon R LX Minor,160000,80000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,12
7536,Maruti Celerio VXI,330000,84000,Petrol,Individual,Manual,2,23.1,998,67.04,5.0,6
7537,Ford Figo Petrol LXI,180000,50000,Petrol,Individual,Manual,2,15.6,1196,70.0,5.0,11
7540,Hyundai i10 Era,300000,30000,Petrol,Individual,Manual,1,19.81,1086,68.05,5.0,10
7570,Maruti Baleno Alpha 1.2,650000,35000,Petrol,Individual,Manual,2,21.4,1197,83.1,5.0,5
7571,Mahindra Verito 1.5 D4 BSIV,380000,120000,Diesel,Individual,Manual,2,21.03,1461,65.0,5.0,6
7572,Tata Zest Revotron 1.2 XT,360000,50000,Petrol,Individual,Manual,2,17.57,1193,88.7,5.0,7
7573,Skoda Rapid 1.6 MPI Elegance,385000,116000,Petrol,Individual,Manual,1,15.0,1598,103.5,5.0,9
7574,Hyundai Verna 1.6 SX CRDi (O),590000,110000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,9
7575,Mahindra XUV500 W4,750000,70000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,8
7576,Fiat Grande Punto 1.3 Emotion (Diesel),254999,100000,Diesel,Individual,Manual,3,20.3,1248,75.0,5.0,10
7577,Hyundai Grand i10 SportZ Edition,499000,20000,Petrol,Individual,Manual,1,18.9,1197,81.86,5.0,6
7578,Maruti Swift Dzire AMT ZDI Plus,730000,60000,Diesel,Individual,Automatic,1,28.4,1248,74.02,5.0,3
7579,Honda Jazz 1.5 V i DTEC,650000,30000,Diesel,Individual,Manual,2,27.3,1498,98.6,5.0,5
7580,Renault Pulse RxL,220000,75000,Diesel,Individual,Manual,1,23.08,1461,63.12,5.0,9
7583,Tata Indica V2 DLS TC,100000,110000,Diesel,Individual,Manual,3,16.8,1405,62.0,5.0,15
7584,Hyundai Accent GLS 1.6,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94.0,5.0,17
7585,Tata Indica Vista Aqua 1.4 TDI,152000,48000,Diesel,Individual,Manual,2,17.0,1405,71.0,5.0,12
7597,Hyundai i20 1.2 Magna Executive,415000,72000,Petrol,Dealer,Manual,1,18.6,1197,81.83,5.0,7
7598,Maruti Swift VXI BSIV,475000,51000,Petrol,Dealer,Manual,1,22.0,1197,81.8,5.0,6
7599,Maruti Ignis Zeta,525000,29000,Petrol,Dealer,Manual,1,20.89,1197,81.8,5.0,4
7600,Maruti Wagon R VXI 1.2,365000,28000,Petrol,Dealer,Manual,1,20.52,1197,81.8,5.0,6
7601,Maruti Swift VDI BSIV,375000,97000,Diesel,Dealer,Manual,1,25.2,1248,74.0,5.0,10
7602,Maruti Swift Dzire VDI,765000,59000,Diesel,Dealer,Manual,1,28.4,1248,74.02,5.0,3
7603,Maruti Swift Dzire VDI,770000,27000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,2
7604,Renault KWID RXT,350000,30000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,3
7605,Mahindra Scorpio 1.99 S6 Plus,875000,70000,Diesel,Individual,Manual,1,15.4,1997,120.0,7.0,6
7606,Mahindra XUV500 W6 2WD,780000,69000,Diesel,Dealer,Manual,1,15.1,2179,140.0,7.0,7
7607,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,990000,15000,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,3
7608,Maruti Swift Dzire VDI,800000,35700,Diesel,Dealer,Manual,1,28.4,1248,74.02,5.0,2
7609,Hyundai Verna 1.6 SX,350000,120000,Diesel,Individual,Manual,3,22.32,1582,126.32,5.0,9
7610,Volkswagen Polo Diesel Comfortline 1.2L,325000,120000,Diesel,Individual,Manual,1,22.07,1199,73.9,5.0,8
7611,Volkswagen Polo Diesel Comfortline 1.2L,360000,80000,Diesel,Individual,Manual,1,22.07,1199,73.9,5.0,8
7612,Maruti Alto K10 2010-2014 VXI,148000,120000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,11
7613,Maruti Baleno Delta 1.3,670000,36000,Diesel,Individual,Manual,1,27.39,1248,74.0,5.0,4
7614,Toyota Etios Liva GD,430999,120000,Diesel,Individual,Manual,1,23.59,1364,67.04,5.0,7
7615,Maruti Omni E MPI STD BS IV,260000,9000,Petrol,Individual,Manual,1,16.8,796,34.2,8.0,4
7616,Tata Nano Lx BSIV,70000,50000,Petrol,Individual,Manual,2,25.4,624,37.48,4.0,9
7617,Renault KWID Climber 1.0 MT BSIV,300000,35000,Petrol,Individual,Manual,1,23.01,999,67.0,5.0,2
7618,Mahindra Xylo E4,150000,130000,Diesel,Individual,Manual,2,14.0,2498,112.0,7.0,10
7619,Ford Figo Diesel Titanium,260000,70000,Diesel,Individual,Manual,1,20.0,1399,68.0,5.0,11
7620,Maruti Swift Dzire VDi,320000,90000,Diesel,Individual,Manual,3,19.3,1248,73.9,5.0,9
7621,Tata Nexon 1.2 Revotron XM,700000,35000,Petrol,Individual,Manual,1,17.0,1198,108.5,5.0,3
7622,Volkswagen Polo Petrol Highline 1.2L,415000,80000,Petrol,Individual,Manual,1,16.47,1198,73.9,5.0,9
7623,Maruti Swift Vdi BSIII,260000,120000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,13
7624,Tata Nano Cx,70000,80000,Petrol,Individual,Manual,1,26.0,624,35.0,4.0,10
7625,Toyota Etios Liva G,515000,30000,Petrol,Individual,Manual,1,17.71,1197,78.9,5.0,6
7626,Hyundai Verna 1.6 CRDi SX,803999,60000,Diesel,Individual,Manual,1,23.9,1582,126.2,5.0,5
7627,Skoda Octavia L and K 1.9 TDI (MT),275000,200000,Diesel,Individual,Manual,2,16.6,1896,122.4,5.0,14
7628,Ford EcoSport 1.5 TDCi Titanium BSIV,934000,101000,Diesel,Individual,Manual,1,22.77,1498,98.59,5.0,4
7629,Ford Fiesta 1.4 Duratorq ZXI,210000,110000,Diesel,Individual,Manual,1,17.8,1399,68.0,5.0,14
7630,Toyota Innova 2.5 G (Diesel) 8 Seater,1050000,136000,Diesel,Individual,Manual,3,12.99,2494,100.6,8.0,7
7631,Chevrolet Tavera B2 8 Seats BSIII,650000,250000,Diesel,Individual,Manual,2,14.8,2499,80.0,7.0,10
7632,Chevrolet Cruze LTZ,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,5.0,9
7633,Chevrolet Tavera Neo LT-L - 9 seats BSII,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499,80.0,9.0,11
7634,Honda Jazz 1.2 VX i VTEC,700000,22700,Petrol,Individual,Manual,1,18.7,1199,88.7,5.0,6
7635,Hyundai Grand i10 Sportz,525000,45000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,5
7636,Maruti Eeco 5 Seater AC BSIV,250000,36000,Petrol,Individual,Manual,2,15.37,1196,73.0,5.0,10
7637,Maruti Swift Dzire ZDI,575000,57000,Diesel,Individual,Manual,2,26.59,1248,74.0,5.0,6
7638,Tata Tiago 1.05 Revotorq XZ,540000,33000,Diesel,Individual,Manual,1,27.28,1047,69.0,5.0,3
7639,Maruti Ertiga VXI,560000,59000,Petrol,Individual,Manual,1,16.02,1373,93.7,7.0,9
7640,Volkswagen Vento Diesel Highline,380000,200000,Diesel,Individual,Manual,1,20.54,1598,103.6,5.0,9
7641,Ford Figo Petrol Titanium,240000,80000,Petrol,Individual,Manual,2,15.6,1196,70.0,5.0,10
7642,Chevrolet Spark 1.0 LT LPG,300000,70000,LPG,Individual,Manual,1,13.2,995,60.2,5.0,9
7643,Datsun RediGO S,280000,50000,Petrol,Individual,Manual,1,22.7,799,53.64,5.0,3
7644,Maruti Ritz VDi,350000,118000,Diesel,Individual,Manual,2,21.1,1248,73.9,5.0,10
7645,Tata Indica Vista TDI LS,110000,250000,Diesel,Individual,Manual,2,19.1,1405,70.0,5.0,7
7646,Tata Nexon 1.5 Revotorq XZ Plus,980000,20000,Diesel,Individual,Manual,1,21.5,1497,108.5,5.0,3
7647,Tata Nexon 1.5 Revotorq XZ Plus,969999,21871,Diesel,Individual,Manual,1,21.5,1497,108.5,5.0,3
7648,Mahindra KUV 100 mFALCON D75 K8,357000,120000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,5
7649,Tata Indica Vista TDI LX,280000,100000,Diesel,Individual,Manual,1,19.1,1405,70.0,5.0,7
7650,Mahindra Bolero 2011-2019 ZLX,430000,50000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,9
7652,Maruti Alto 800 LXI Airbag,250000,70000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,6
7653,Chevrolet Enjoy 1.3 TCDi LS 8,525000,80000,Diesel,Individual,Manual,1,18.2,1248,73.74,8.0,5
7654,Tata Tiago 1.2 Revotron XZ,500000,25000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,3
7655,Mahindra Scorpio S5 BSIV,1000000,60000,Diesel,Individual,Manual,1,16.36,2179,120.0,7.0,2
7656,Maruti Alto 800 LXI Optional,316000,25000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
7657,Maruti Alto 800 VXI Optional,350000,50000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,3
7658,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,950000,14000,Diesel,Individual,Manual,1,21.5,1497,108.5,5.0,3
7659,Maruti 800 AC,45000,55425,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,16
7660,Mahindra Bolero 2011-2019 SLX,475000,76000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,8
